# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 11:32:01 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null
# CONSTRAINT:  and pl_radjstr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
TrES-4,b,TrES-4 b,Transit,0,1,3.55395000,0.00007500,-0.00007500,0,,,,,0.000000,,,0,82.810,0.330,-0.330,0,0.78000,0.19000,-0.19000,0,Mass,1.610,0.180,-0.180,0,,,,,0,0,0,0,17h53m13.04s,268.304354,+37d12m42.7s,37.211849,523.70,7.09,-7.09,0,523.70,7.09,-7.09,0,11.592,0.004,0,V (Johnson),11.473,,0,6200.00,75.00,-75.00,0,1.08,0.38,-0.38,0,1.66,0.19,-0.19,0,2018-04-26,TrES
TrES-5,b,TrES-5 b,Transit,0,1,1.48224686,0.00000614,-0.00000614,0,0.024590,0.000700,-0.000700,0,,,,,84.270,0.260,-0.260,0,1.79000,0.06800,-0.06800,0,Mass,1.194,0.015,-0.015,0,1.31000,0.05200,-0.05200,0,0,0,0,0,20h20m53.24s,305.221841,+59d26m55.6s,59.448788,364.10,1.94,-1.94,0,364.10,1.94,-1.94,0,13.718,0.005,0,V (Johnson),13.460,,0,5171.00,36.00,-36.00,0,0.90,0.03,-0.03,0,0.87,0.01,-0.01,0,2015-04-16,TrES
WASP-1,b,WASP-1 b,Transit,0,1,2.51994540,0.00000050,-0.00000050,0,0.038890,0.000530,-0.000730,0,0.000000,,,0,90.000,1.300,-1.300,0,0.85400,0.05700,-0.05200,0,Mass,1.483,0.024,-0.034,0,0.34800,0.02900,-0.03200,0,0,0,0,1,00h20m40.07s,5.166978,+31d59m24.0s,31.989990,397.29,10.66,-10.66,0,397.29,10.66,-10.66,0,11.790,,0,V (Johnson),11.535,,0,,,,,1.24,0.05,-0.07,0,1.47,0.02,-0.03,0,2014-05-14,SuperWASP
WASP-10,b,WASP-10 b,Transit,0,1,3.09276160,0.00001120,-0.00001120,0,0.037810,0.000670,-0.000470,0,,,,,88.490,0.220,-0.170,0,3.15000,0.13000,-0.11000,0,Mass,1.080,0.020,-0.020,0,4.14000,0.27000,-0.27000,0,0,0,0,0,23h15m58.30s,348.992912,+31d27m46.3s,31.462852,141.57,0.75,-0.75,0,141.57,0.75,-0.75,0,12.700,,0,V (Johnson),12.174,,0,4675.00,100.00,,0,0.75,0.04,,0,0.70,0.01,,0,2014-05-14,SuperWASP
WASP-100,b,WASP-100 b,Transit,0,1,2.84938000,0.00000800,-0.00000800,0,,,,,0.000000,,,0,82.600,2.150,-2.150,0,1.26000,0.45000,-0.45000,0,Mass,1.330,0.140,-0.140,0,,,,,0,0,0,0,04h35m50.33s,68.959728,-64d01m37.3s,-64.027039,368.28,2.77,-2.77,0,368.28,2.77,-2.77,0,,,,,10.615,,0,6900.00,120.00,-120.00,0,0.77,0.42,-0.42,0,1.57,0.16,-0.16,0,2018-04-26,SuperWASP
WASP-101,b,WASP-101 b,Transit,0,1,3.58572000,0.00000400,-0.00000400,0,,,,,0.000000,,,0,85.000,0.200,-0.200,0,0.51000,0.08000,-0.08000,0,Mass,1.430,0.090,-0.090,0,,,,,0,0,0,0,06h33m24.26s,98.351102,-23d29m10.4s,-23.486210,202.39,1.15,-1.15,0,202.39,1.15,-1.15,0,,,,,10.138,,0,6380.00,120.00,-120.00,0,1.41,0.30,-0.30,0,1.31,0.08,-0.08,0,2018-04-26,SuperWASP
WASP-103,b,WASP-103 b,Transit,0,1,0.92554200,0.00001900,-0.00001900,0,0.019850,0.000210,-0.000210,0,,,,,86.300,2.700,-2.700,0,1.49000,0.08800,-0.08800,0,Mass,1.528,0.073,-0.047,0,0.55000,0.06100,-0.07000,0,0,0,0,0,16h37m15.57s,249.314868,+07d11m00.1s,7.183352,470.00,35.00,-35.00,0,879.52,134.68,-134.68,0,12.100,,0,V (Johnson),12.193,,0,6110.00,160.00,-160.00,0,1.22,0.04,-0.04,0,1.44,0.05,-0.03,0,2014-05-14,SuperWASP
WASP-104,b,WASP-104 b,Transit,0,1,1.75541370,0.00000180,-0.00000360,0,0.029180,0.000450,-0.000450,0,0.000000,,,0,83.630,0.250,-0.250,0,1.27200,0.04700,-0.04700,0,Mass,1.137,0.037,-0.037,0,1.07400,0.08800,-0.08800,0,0,0,0,0,10h42m24.58s,160.602432,+07d26m06.1s,7.435026,143.00,10.00,-10.00,0,186.92,1.47,-1.47,0,11.120,0.100,0,V (Johnson),11.593,,0,5475.00,127.00,-127.00,0,1.08,0.05,-0.05,0,0.96,0.03,-0.03,0,2014-09-25,SuperWASP
WASP-105,b,WASP-105 b,Transit,0,1,7.87288000,0.00001000,-0.00001000,0,0.075000,0.003000,-0.003000,0,0.000000,,,0,89.700,0.200,-0.200,0,1.80000,0.10000,-0.10000,0,Mass,0.960,0.030,-0.030,0,2.65000,0.13000,-0.13000,0,0,0,0,0,01h36m40.24s,24.167667,-50d39m32.5s,-50.659027,252.52,13.71,-13.71,0,252.52,13.71,-13.71,0,12.100,,0,V (Johnson),11.845,,0,5070.00,130.00,-130.00,0,0.89,0.09,-0.09,0,0.90,0.03,-0.03,0,2017-08-17,SuperWASP-South
WASP-106,b,WASP-106 b,Transit,0,1,9.28971000,0.00001000,-0.00001000,0,,,,,0.000000,,,0,89.490,0.500,-0.500,0,1.62000,0.94000,-0.94000,0,Mass,1.020,0.300,-0.300,0,,,,,0,0,0,0,11h05m43.14s,166.429747,-05d04m45.9s,-5.079412,355.69,6.36,-6.36,0,355.69,6.36,-6.36,0,11.210,0.110,0,V (Johnson),11.366,,0,6055.00,136.00,-136.00,0,0.93,0.80,-0.80,0,1.31,0.38,-0.38,0,2018-04-26,SuperWASP
WASP-107,b,WASP-107 b,Transit,0,1,5.72149000,0.00000200,-0.00000200,0,0.055000,0.001000,-0.001000,0,0.000000,,,0,89.700,0.200,-0.200,0,0.12000,0.01000,-0.01000,0,Mass,0.940,0.020,-0.020,0,0.19000,0.03000,-0.03000,0,0,0,0,0,12h33m32.85s,188.386871,-10d08m46.1s,-10.146149,64.86,0.26,-0.26,0,64.86,0.26,-0.26,0,11.471,0.196,0,V (Johnson),11.174,,0,4430.00,120.00,-120.00,0,0.69,0.05,-0.05,0,0.66,0.02,-0.02,0,2017-08-17,SuperWASP-South
WASP-11,b,WASP-11 b,Transit,0,1,3.72247000,0.00000700,-0.00000700,0,,,,,0.000000,,,0,89.800,0.500,-0.500,0,0.79000,0.17000,-0.17000,0,Mass,1.110,0.100,-0.100,0,,,,,0,0,0,0,03h09m28.55s,47.368964,+30d40m24.9s,30.673594,125.12,2.07,-2.07,0,125.12,2.07,-2.07,0,11.600,,0,V (Johnson),11.553,,0,4800.00,100.00,-100.00,0,1.42,0.43,-0.43,0,0.89,0.08,-0.08,0,2018-04-26,SuperWASP
WASP-113,b,WASP-113 b,Transit,0,1,4.54216875,0.00000420,-0.00000420,0,0.058850,0.000100,-0.000100,0,0.000000,,,0,86.460,1.200,-0.640,0,0.47500,0.05400,-0.05200,0,Mass,1.409,0.096,-0.140,0,0.22800,0.07300,-0.04500,0,0,0,0,0,14h59m29.47s,224.872776,+46d57m36.4s,46.960117,360.00,70.00,-70.00,0,440.67,4.47,-4.47,0,11.771,0.045,0,V (Johnson),11.604,,0,5890.00,140.00,-140.00,0,1.32,0.07,-0.07,0,1.61,0.09,-0.12,0,2016-07-18,SuperWASP-North
WASP-114,b,WASP-114 b,Transit,0,1,1.54877430,0.00000120,-0.00000091,0,0.028510,0.000390,-0.000390,0,0.012000,0.022000,-0.009000,0,83.960,0.900,-0.900,0,1.76900,0.06400,-0.06400,0,Mass,1.339,0.064,-0.064,0,0.97000,0.13000,-0.13000,0,0,0,0,0,21h50m39.46s,327.664437,+10d27m48.5s,10.463482,460.00,80.00,-80.00,0,418.48,17.02,-17.02,0,12.743,0.148,0,V (Johnson),16.108,,0,5940.00,140.00,-140.00,0,1.29,0.05,-0.05,0,1.43,0.06,-0.06,0,2016-07-18,SuperWASP-North
WASP-117,b,WASP-117 b,Transit,0,1,10.02165000,0.00055000,-0.00055000,0,,,,,0.300000,0.020000,-0.020000,0,89.140,0.300,-0.300,0,0.30000,0.05000,-0.05000,0,Mass,1.060,0.070,-0.070,0,,,,,0,0,0,0,02h27m06.10s,36.775432,-50d17m04.3s,-50.284519,158.69,0.64,-0.64,0,158.69,0.64,-0.64,0,10.150,,0,V (Johnson),10.027,,0,6040.00,90.00,-90.00,0,1.29,0.30,-0.30,0,1.22,0.06,-0.06,0,2018-04-26,SuperWASP
WASP-118,b,WASP-118 b,Transit,0,1,4.04604350,0.00000440,-0.00000440,0,0.054530,0.000480,-0.000480,0,0.000000,,,0,88.700,0.900,-0.900,0,0.51400,0.02000,-0.02000,0,Mass,1.440,0.036,-0.036,0,0.23300,0.02400,-0.02400,0,0,0,0,0,01h18m12.13s,19.550543,+02d42m10.2s,2.702824,380.53,11.02,-11.02,0,380.53,11.02,-11.02,0,11.020,,0,V (Johnson),10.920,,0,6410.00,125.00,-125.00,0,1.32,0.04,-0.04,0,1.70,0.03,-0.03,0,2016-09-08,SuperWASP
WASP-119,b,WASP-119 b,Transit,0,1,2.49979000,0.00001000,-0.00001000,0,0.036300,0.000700,-0.000700,0,0.058000,,,1,85.000,2.000,-2.000,0,1.23000,0.08000,-0.08000,0,Mass,1.400,0.200,-0.200,0,0.70000,0.30000,-0.30000,0,0,0,0,0,03h43m44.03s,55.933441,-65d11m37.9s,-65.193855,333.00,29.00,-29.00,0,305.11,2.02,-2.02,0,12.200,0.400,0,V (Johnson),12.101,,0,5650.00,100.00,-100.00,0,1.02,0.06,-0.06,0,1.20,0.10,-0.10,0,2016-05-05,SuperWASP-South
WASP-12,b,WASP-12 b,Transit,0,1,1.09142000,0.00000014,-0.00000014,0,0.023200,0.000640,-0.000640,0,,,,,83.520,0.030,-0.030,0,1.46500,0.07900,-0.07900,0,Mass,1.937,0.056,-0.056,0,0.26700,0.02880,-0.02880,0,1,0,0,2,06h30m32.79s,97.636640,+29d40m20.2s,29.672291,432.48,6.09,-6.09,0,432.48,6.09,-6.09,0,11.690,0.080,0,V (Johnson),11.500,,0,6360.00,140.00,-140.00,0,1.43,0.11,-0.11,0,1.66,0.05,-0.05,0,2019-07-11,SuperWASP
WASP-120,b,WASP-120 b,Transit,0,1,3.61127060,0.00000430,-0.00000430,0,0.051400,0.000700,-0.000700,0,0.057000,0.022000,-0.018000,0,82.540,0.780,-0.780,0,4.85000,0.21000,-0.21000,0,Mass,1.473,0.096,-0.096,0,2.00000,0.44000,-0.34000,0,0,0,0,0,04h10m27.85s,62.616051,-45d53m53.6s,-45.898220,437.00,21.00,-21.00,0,385.41,3.25,-3.25,0,11.000,,0,V (Johnson),10.899,,0,6450.00,120.00,-120.00,0,1.39,0.06,-0.06,0,1.87,0.11,-0.11,0,2016-06-03,SuperWASP
WASP-121,b,WASP-121 b,Transit,0,1,1.27492550,0.00000020,-0.00000025,0,0.025440,0.000490,-0.000500,0,0.000000,,,0,87.600,0.600,-0.600,0,1.18300,0.06400,-0.06200,0,Mass,1.865,0.044,-0.044,0,0.24300,0.02100,-0.02100,0,0,0,0,0,07h10m24.07s,107.600275,-39d05m50.6s,-39.097393,270.00,90.00,-90.00,0,272.01,1.58,-1.58,0,10.440,,0,V (Johnson),10.375,,0,6459.00,140.00,-140.00,0,1.35,0.08,-0.08,0,1.46,0.03,-0.03,0,2016-06-23,SuperWASP
WASP-123,b,WASP-123 b,Transit,0,1,2.97764120,0.00000230,-0.00000230,0,0.042630,0.000740,-0.000740,0,0.000000,,,0,85.740,0.550,-0.550,0,0.89900,0.03600,-0.03600,0,Mass,1.318,0.065,-0.065,0,0.52100,0.07400,-0.07400,0,0,0,0,0,19h17m54.88s,289.478676,-32d51m40.1s,-32.861130,214.00,11.00,-11.00,0,,,,,11.100,,0,V (Johnson),16.555,,0,5740.00,130.00,-130.00,0,1.17,0.06,-0.06,0,1.28,0.05,-0.05,0,2016-06-03,SuperWASP
WASP-124,b,WASP-124 b,Transit,0,1,3.37265000,0.00000100,-0.00000100,0,0.044900,0.000700,-0.000700,0,0.017000,,,1,86.300,0.200,-0.200,0,0.60000,0.07000,-0.07000,0,Mass,1.240,0.030,-0.030,0,0.43000,0.05000,-0.05000,0,0,0,0,0,22h10m51.44s,332.714323,-30d44m58.8s,-30.749672,433.00,11.00,-11.00,0,454.38,7.64,-7.64,0,12.700,0.400,0,V (Johnson),12.575,,0,6050.00,100.00,-100.00,0,1.07,0.05,-0.05,0,1.02,0.02,-0.02,0,2016-05-05,SuperWASP-South
WASP-127,b,WASP-127 b,Transit,0,1,4.17806200,0.00000200,-0.00000200,0,0.052000,0.000500,-0.000500,0,,,,,88.700,0.800,-0.600,0,0.18000,0.02000,-0.02000,0,Mass,1.370,0.040,-0.040,0,0.09000,0.01300,-0.01300,0,0,0,0,1,10h42m14.08s,160.558670,-03d50m06.2s,-3.835064,102.00,12.00,-12.00,0,160.23,1.20,-1.20,0,10.150,,0,V (Johnson),10.054,,0,5620.00,85.00,-85.00,0,1.08,0.03,-0.03,0,1.39,0.03,-0.03,0,2016-12-01,SuperWASP
WASP-129,b,WASP-129 b,Transit,0,1,5.74814500,0.00000400,-0.00000400,0,0.062800,0.000700,-0.000700,0,0.096000,,,1,87.700,0.200,-0.200,0,1.00000,0.10000,-0.10000,0,Mass,0.930,0.030,-0.030,0,1.60000,0.30000,-0.30000,0,0,0,0,0,11h45m11.75s,176.298965,-42d03m50.1s,-42.063927,246.00,7.00,-7.00,0,304.06,3.38,-3.38,0,12.300,0.600,0,V (Johnson),11.813,,0,5900.00,100.00,-100.00,0,1.00,0.03,-0.03,0,0.90,0.02,-0.02,0,2016-05-05,SuperWASP-South
WASP-13,b,WASP-13 b,Transit,0,1,4.35301000,0.00000300,-0.00000300,0,,,,,0.000000,,,0,85.430,0.290,-0.290,0,0.36000,0.09000,-0.09000,0,Mass,1.220,0.140,-0.140,0,,,,,0,0,0,0,09h20m24.71s,140.102976,+33d52m56.8s,33.882439,228.99,3.08,-3.08,0,228.99,3.08,-3.08,0,10.420,,0,V (Johnson),10.380,,0,5950.00,70.00,-70.00,0,0.72,0.25,-0.25,0,1.37,0.15,-0.15,0,2018-04-26,SuperWASP
WASP-130,b,WASP-130 b,Transit,0,1,11.55098000,0.00001000,-0.00001000,0,0.101200,0.001400,-0.001400,0,0.000000,,,0,88.660,0.120,-0.120,0,1.23000,0.04000,-0.04000,0,Mass,0.890,0.030,-0.030,0,2.34000,0.24000,-0.24000,0,0,0,0,0,13h32m25.44s,203.105988,-42d28m31.0s,-42.475273,180.00,30.00,-30.00,0,173.10,1.38,-1.38,0,11.100,,0,V (Johnson),10.972,,0,5625.00,90.00,-90.00,0,1.04,0.04,-0.04,0,0.96,0.03,-0.03,0,2016-12-01,SuperWASP-South
WASP-131,b,WASP-131 b,Transit,0,1,5.32202300,0.00000500,-0.00000500,0,0.060700,0.000900,-0.000900,0,0.000000,,,0,85.000,0.300,-0.300,0,0.27000,0.02000,-0.02000,0,Mass,1.220,0.050,-0.050,0,0.20000,0.03000,-0.03000,0,0,0,0,0,14h00m46.45s,210.193542,-30d35m00.8s,-30.583567,250.00,50.00,-50.00,0,201.18,2.63,-2.63,0,10.100,,0,V (Johnson),9.867,,0,6030.00,90.00,-90.00,0,1.06,0.06,-0.06,0,1.53,0.05,-0.05,0,2016-12-01,SuperWASP-South
WASP-132,b,WASP-132 b,Transit,0,1,7.13352100,0.00000900,-0.00000900,0,0.067000,0.001000,-0.001000,0,0.000000,,,0,89.600,0.300,-0.300,0,0.41000,0.03000,-0.03000,0,Mass,0.870,0.030,-0.030,0,0.84000,0.08000,-0.08000,0,0,0,0,0,14h30m26.19s,217.609131,-46d09m33.0s,-46.159180,120.00,20.00,-20.00,0,123.35,0.56,-0.56,0,12.400,,0,V (Johnson),11.754,,0,4775.00,100.00,-100.00,0,0.80,0.04,-0.04,0,0.74,0.02,-0.02,0,2016-12-01,SuperWASP-South
WASP-133,b,WASP-133 b,Transit,0,1,2.17642300,0.00000100,-0.00000100,0,0.034500,0.000700,-0.000700,0,0.170000,,,1,87.000,1.000,-1.000,0,1.16000,0.09000,-0.09000,0,Mass,1.210,0.050,-0.050,0,0.88000,0.09000,-0.09000,0,0,0,0,0,20h58m18.09s,314.575373,-35d47m47.6s,-35.796555,547.00,21.00,-21.00,0,567.57,16.85,-16.85,0,12.900,0.400,0,V (Johnson),12.715,,0,5700.00,100.00,-100.00,0,1.16,0.08,-0.08,0,1.44,0.05,-0.05,0,2016-05-05,SuperWASP-South
WASP-135,b,WASP-135 b,Transit,0,1,1.40137940,0.00000080,-0.00000080,0,0.024300,0.000500,-0.000500,0,0.000000,,,0,82.000,0.600,-0.600,0,1.90000,0.08000,-0.08000,0,Mass,1.300,0.090,-0.090,0,1.16000,0.23000,-0.23000,0,0,0,0,1,17h49m08.39s,267.284974,+29d52m44.8s,29.879107,300.00,45.00,-45.00,0,300.80,1.43,-1.43,0,13.280,,0,V (Johnson),13.004,,0,5675.00,60.00,-60.00,0,0.98,0.06,-0.06,0,0.96,0.05,-0.05,0,2015-12-03,SuperWASP
WASP-136,b,WASP-136 b,Transit,0,1,5.21535700,0.00000600,-0.00000600,0,0.066100,0.001200,-0.001200,0,,,,,84.700,1.600,-1.300,0,1.51000,0.08000,-0.08000,0,Mass,1.380,0.160,-0.160,0,0.77300,0.30600,-0.19700,0,0,0,0,0,00h01m18.18s,0.325750,-08d55m34.8s,-8.926325,164.00,18.00,-18.00,0,277.71,4.57,-4.57,0,9.980,,0,V (Johnson),9.819,,0,6260.00,100.00,-100.00,0,1.41,0.07,-0.07,0,2.21,0.22,-0.22,0,2016-12-01,SuperWASP
WASP-138,b,WASP-138 b,Transit,0,1,3.63443300,0.00000500,-0.00000500,0,0.049400,0.000700,-0.000700,0,,,,,88.500,0.900,-1.200,0,1.22000,0.08000,-0.08000,0,Mass,1.090,0.050,-0.050,0,1.20000,0.13000,-0.19400,0,0,0,0,0,02h46m33.38s,41.639084,-00d27m50.1s,-0.463922,308.00,51.00,-51.00,0,419.16,7.63,-7.63,0,11.810,,0,V (Johnson),11.687,,0,6272.00,96.00,-96.00,0,1.22,0.05,-0.05,0,1.36,0.05,-0.05,0,2016-12-01,SuperWASP
WASP-139,b,WASP-139 b,Transit,0,1,5.92426200,0.00000400,-0.00000400,0,0.062000,0.002000,-0.002000,0,0.000000,,,0,88.900,0.500,-0.500,0,0.11700,0.01700,-0.01700,0,Mass,0.800,0.050,-0.050,0,0.31000,0.05000,-0.05000,0,0,0,0,0,03h18m14.93s,49.562229,-41d18m07.7s,-41.302147,230.00,40.00,-40.00,0,213.78,1.11,-1.11,0,12.400,,0,V (Johnson),12.271,,0,5310.00,90.00,-90.00,0,0.92,0.10,-0.10,0,0.80,0.04,-0.04,0,2016-12-01,SuperWASP-South
WASP-14,b,WASP-14 b,Transit,0,1,2.24375000,0.00001000,-0.00001000,0,,,,,0.090000,0.000000,0.000000,0,84.320,0.620,-0.620,0,8.84000,1.40000,-1.40000,0,Mass,1.380,0.080,-0.080,0,,,,,0,0,0,1,14h33m06.35s,218.276477,+21d53m41.0s,21.894714,162.75,0.81,-0.81,0,162.75,0.81,-0.81,0,9.750,,0,V (Johnson),9.646,,0,6475.00,100.00,-100.00,0,1.62,0.39,-0.39,0,1.40,0.08,-0.08,0,2018-04-26,SuperWASP
WASP-140,b,WASP-140 b,Transit,0,1,2.23598350,0.00000080,-0.00000080,0,0.032300,0.000500,-0.000500,0,0.047000,0.003500,-0.003500,0,83.300,0.500,-0.800,0,2.44000,0.07000,-0.07000,0,Mass,1.440,0.420,-0.180,0,1.10000,0.50000,-0.50000,0,0,0,0,0,04h01m32.55s,60.385620,-20d27m03.9s,-20.451092,180.00,30.00,-30.00,0,118.00,0.60,-0.60,0,11.100,,0,V (Johnson),10.820,,0,5260.00,100.00,-100.00,0,0.90,0.04,-0.04,0,0.87,0.04,-0.04,0,2016-12-01,SuperWASP-South
WASP-141,b,WASP-141 b,Transit,0,1,3.31065100,0.00000500,-0.00000500,0,0.046900,0.000700,-0.000700,0,0.000000,,,0,87.600,1.300,-1.300,0,2.69000,0.15000,-0.15000,0,Mass,1.210,0.080,-0.080,0,1.98000,0.33000,-0.33000,0,0,0,0,0,04h47m17.86s,71.824409,-17d06m54.6s,-17.115154,570.00,150.00,-150.00,0,524.30,8.69,-8.69,0,12.400,,0,V (Johnson),12.482,,0,5900.00,120.00,-120.00,0,1.25,0.06,-0.06,0,1.37,0.07,-0.07,0,2016-12-01,SuperWASP-South
WASP-142,b,WASP-142 b,Transit,0,1,2.05286800,0.00000200,-0.00000200,0,0.034700,0.000700,-0.000700,0,0.000000,,,0,80.200,0.600,-0.600,0,0.84000,0.09000,-0.09000,0,Mass,1.530,0.080,-0.080,0,0.31000,0.07000,-0.07000,0,0,0,0,0,09h22m01.53s,140.506393,-23d56m46.2s,-23.946169,840.00,310.00,-310.00,0,746.14,24.22,-24.22,0,12.300,,0,V (Johnson),12.757,,0,6010.00,140.00,-140.00,0,1.33,0.08,-0.08,0,1.64,0.08,-0.08,0,2016-12-01,SuperWASP-South
WASP-144,b,WASP-144 b,Transit,0,1,2.27831520,0.00000130,-0.00000130,0,0.031600,0.000500,-0.000500,0,0.000000,,,0,86.900,0.500,-0.500,0,0.44000,0.06000,-0.06000,0,Mass,0.850,0.050,-0.050,0,0.95000,0.20000,-0.20000,0,0,0,0,0,21h23m03.09s,320.762878,-40d02m54.4s,-40.048443,358.72,10.47,-10.47,0,358.72,10.47,-10.47,0,,,,,12.915,,0,5200.00,140.00,-140.00,0,0.81,0.04,-0.04,0,0.81,0.04,-0.04,0,2018-10-26,SuperWASP-South
WASP-145 A,b,WASP-145 A b,Transit,0,1,1.76903810,0.00000080,-0.00000080,0,0.026100,0.000500,-0.000500,0,0.000000,,,0,83.300,1.300,-1.300,0,0.89000,0.04000,-0.04000,0,Mass,0.900,0.400,-0.400,0,1.60000,1.30000,-1.30000,0,0,0,0,0,21h29m00.90s,322.253754,-58d50m10.1s,-58.836140,91.54,0.24,-0.24,0,91.54,0.24,-0.24,0,,,,,11.358,,0,4900.00,150.00,-150.00,0,0.76,0.04,-0.04,0,0.68,0.07,-0.07,0,2018-10-26,SuperWASP-South
