# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 13:38:15 2020
#
# User preference: *
#
# CONSTRAINT:  where (st_teffstr not null
# CONSTRAINT:  and pl_massestr <= 120
# CONSTRAINT:  and pl_radestr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility
TOI-1235,b,TOI-1235 b,Transit,0,1,3.44472900,0.00003100,-0.00002800,0,0.038450,0.000370,-0.000400,0,0.150000,,,1,88.100,0.800,-0.900,0,0.02174,0.00236,-0.00267,0,Mass,0.155,0.008,-0.007,0,7.40000,1.50000,-1.30000,0,0,0,0,0,10h08m52.38s,152.218250,+69d16m35.83s,69.276619,39.63,0.05,-0.05,0,39.68,0.05,-0.05,0,11.495,0.056,0,V (Johnson),10.849,,0,3872.00,70.00,-70.00,0,0.64,0.02,-0.02,0,0.63,0.01,-0.01,0,2020-06-04,6.91000,0.75000,-0.85000,0,1.738,0.087,-0.076,0,Transiting Exoplanet Survey Satellite (TESS)
Kepler-80,b,Kepler-80 b,Transit,0,6,7.05246000,0.00020000,-0.00022000,0,0.064800,0.000900,-0.000900,0,,,,,89.340,0.460,-0.620,0,0.02180,0.00330,-0.00220,0,Mass,0.238,0.009,-0.009,0,1.38000,0.24000,-0.17000,0,1,1,0,1,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,357.00,,,0,373.41,2.93,-2.93,0,14.804,,0,Kepler-band,14.756,,0,4540.00,100.00,-100.00,0,0.73,0.03,-0.03,0,0.68,0.02,-0.02,0,2016-08-04,6.93000,1.05000,-0.70000,0,2.670,0.100,-0.100,0,Kepler
LHS 1140,b,LHS 1140 b,Transit,0,2,24.73695900,0.00008000,-0.00008000,0,0.093600,0.002400,-0.002400,0,0.060000,,,1,89.890,0.050,-0.030,0,0.02196,0.00280,-0.00280,0,Mass,0.154,0.003,-0.003,0,7.50000,1.00000,-1.00000,0,0,0,0,0,00h44m59.34s,11.247240,-15d16m17.5s,-15.271532,14.99,0.02,-0.02,0,14.99,0.02,-0.02,0,14.180,0.030,0,V (Johnson),12.671,,0,3216.00,39.00,-39.00,0,0.18,0.01,-0.01,0,0.21,0.00,0.00,0,2018-12-06,6.98000,0.89000,-0.89000,0,1.727,0.032,-0.032,0,MEarth Project
Kepler-100,c,Kepler-100 c,Transit,0,3,12.81590000,,,0,,,,,,,,,,,,,0.02218,,,1,Mass,0.196,0.004,-0.004,0,,,,,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,307.34,1.77,-1.77,0,307.34,1.77,-1.77,0,11.197,,0,Kepler-band,11.129,,0,5825.00,75.00,-75.00,0,1.08,0.06,-0.06,0,1.49,0.04,-0.04,0,2016-10-13,7.05000,,,1,2.200,0.050,-0.050,0,Kepler
Kepler-36,c,Kepler-36 c,Transit,0,2,16.21865000,0.00010000,-0.00010000,0,,,,,0.000000,,,0,89.360,0.450,-0.290,0,0.02243,0.00057,-0.00057,0,Mass,0.328,0.009,-0.008,0,0.78700,0.06500,-0.06200,0,1,1,0,1,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470.00,,,0,536.07,6.18,-6.18,0,11.866,,0,Kepler-band,12.077,,0,5979.00,60.00,-60.00,0,1.03,0.02,-0.02,0,1.63,0.04,-0.04,0,2020-05-07,7.13000,0.18000,-0.18000,0,3.679,0.096,-0.091,0,Kepler
HD 219134,f,HD 219134 f,Radial Velocity,1,6,22.71700000,0.01500000,-0.01500000,0,0.146300,0.001800,-0.001800,0,0.148000,0.047000,-0.047000,0,,,,,0.02297,0.00126,-0.00126,-1,Mass,0.117,0.002,-0.002,-1,,,,,0,0,0,1,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.53,0.00,0.00,0,6.53,0.00,0.00,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,7.30000,0.40000,-0.40000,-1,1.310,0.020,-0.020,-1,Multiple Observatories
Kepler-109,b,Kepler-109 b,Transit,0,2,6.48163000,,,0,,,,,,,,,,,,,0.02297,,,1,Mass,0.211,0.006,-0.006,0,,,,,0,1,0,1,19h21m34.25s,290.392721,+40d17m05.5s,40.284875,481.40,5.40,-5.40,0,481.40,5.40,-5.40,0,12.365,,0,Kepler-band,12.295,,0,5952.00,75.00,-75.00,0,1.04,0.06,-0.06,0,1.32,0.04,-0.04,0,2016-10-13,7.30000,,,1,2.370,0.070,-0.070,0,Kepler
Kepler-11,d,Kepler-11 d,Transit,0,6,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,0.004000,0.007000,-0.002000,0,89.670,0.130,-0.160,0,0.02300,0.00300,-0.00500,0,Mass,0.278,0.005,-0.006,0,1.28000,0.14000,-0.27000,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.200,,0,V (Johnson),13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,7.30000,0.80000,-1.50000,0,3.120,0.060,-0.070,0,Kepler
Kepler-289,b,Kepler-289 b,Transit,0,3,34.54500000,0.00050000,-0.00050000,0,0.210000,0.010000,-0.010000,0,,,,,89.590,0.300,-0.480,0,0.02300,0.02100,-0.02100,0,Mass,0.192,0.009,-0.009,0,4.10000,3.90000,-3.90000,0,1,1,0,1,19h49m51.68s,297.465344,+42d52m58.3s,42.882850,700.00,14.00,-14.00,0,718.95,9.10,-9.10,0,13.956,,0,Kepler-band,13.963,,0,5990.00,38.00,-38.00,0,1.08,0.02,-0.02,0,1.00,0.02,-0.02,0,2014-11-19,7.30000,6.80000,-6.80000,0,2.150,0.100,-0.100,0,Kepler
Kepler-100,b,Kepler-100 b,Transit,0,3,6.88705000,,,0,,,,,,,,,,,,,0.02300,0.01000,-0.01000,0,Mass,0.118,0.004,-0.004,0,14.25000,6.33000,-6.33000,0,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,307.34,1.77,-1.77,0,307.34,1.77,-1.77,0,11.197,,0,Kepler-band,11.129,,0,5825.00,75.00,-75.00,0,1.08,0.06,-0.06,0,1.49,0.04,-0.04,0,2014-05-14,7.34000,3.20000,-3.20000,0,1.320,0.040,-0.040,0,Kepler
K2-141,c,K2-141 c,Transit,0,2,7.74850000,0.00022000,-0.00022000,0,,,,,0.000000,,,0,87.200,1.600,-2.000,0,0.02328,,,1,Mass,0.624,0.410,-0.250,0,,,,,0,0,1,1,23h23m39.97s,350.916534,-01d11m21.4s,-1.189274,61.98,0.17,-0.17,0,61.98,0.17,-0.17,0,11.389,0.148,0,V (Johnson),10.722,,0,4599.00,79.00,-79.00,0,0.71,0.03,-0.03,0,0.68,0.02,-0.02,0,2018-01-18,7.40000,,,1,7.000,4.600,-2.800,0,K2
Kepler-307,b,Kepler-307 b,Transit,0,2,10.42080000,0.00090000,-0.00080000,0,,,,,,,,,,,,,0.02341,0.00286,-0.00274,0,Mass,0.217,0.008,-0.008,0,2.62000,0.38000,-0.34000,0,1,1,0,2,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,585.27,5.35,-5.35,0,585.27,5.35,-5.35,0,14.072,,0,Kepler-band,14.056,,0,5367.00,94.00,-94.00,0,0.91,0.03,-0.03,0,0.81,0.02,-0.02,0,2016-04-07,7.44000,0.91000,-0.87000,0,2.430,0.090,-0.090,0,Kepler
K2-146,c,K2-146 c,Transit,0,2,4.00498000,0.00011000,-0.00011000,0,,,,,0.075000,0.016000,-0.016000,0,87.540,0.040,-0.040,0,0.02358,0.00031,-0.00031,0,Mass,0.195,0.006,-0.006,0,3.92000,0.27000,-0.27000,0,1,0,1,0,08h40m06.43s,130.026779,+19d05m34.4s,19.092878,79.31,0.45,-0.45,0,79.48,0.47,-0.47,0,16.248,0.072,0,V (Johnson),14.983,,0,3385.00,70.00,-70.00,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,2019-08-15,7.49000,0.24000,-0.24000,0,2.190,0.070,-0.070,0,K2
HD 15337,b,HD 15337 b,Transit,0,2,4.75615000,0.00017000,-0.00017000,0,0.052200,0.001200,-0.001200,0,0.090000,0.050000,-0.050000,0,88.500,0.600,-0.400,0,0.02363,0.00343,-0.00318,0,Mass,0.146,0.005,-0.005,0,9.30000,1.81000,-1.58000,0,0,0,0,1,02h27m28.38s,36.868240,-27d38m06.7s,-27.635206,44.87,0.07,-0.07,0,44.87,0.07,-0.07,0,9.088,0.018,0,V (Johnson),8.856,,0,5125.00,50.00,-50.00,0,0.90,0.03,-0.03,0,0.86,0.02,-0.02,0,2019-05-16,7.51000,1.09000,-1.01000,0,1.640,0.060,-0.060,0,Transiting Exoplanet Survey Satellite (TESS)
Kepler-51,d,Kepler-51 d,Transit,0,3,130.19400000,0.00500000,-0.00200000,,0.509000,0.020000,-0.020000,0,0.008000,0.011000,-0.008000,0,,,,,0.02400,0.00300,-0.00300,0,Mass,0.865,0.045,-0.045,0,0.04600,0.00900,-0.00900,0,1,1,0,1,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,801.76,13.96,-13.96,0,801.76,13.96,-13.96,0,14.669,,0,Kepler-band,14.678,,0,6018.00,107.00,-107.00,0,1.04,0.12,-0.12,0,0.94,0.50,-0.50,0,2014-05-14,7.60000,1.10000,-1.10000,0,9.700,0.500,-0.500,0,Kepler
K2-36,c,K2-36 c,Transit,0,2,5.34088800,0.00008600,-0.00008600,0,0.054000,0.001000,-0.001000,0,0.000000,,,0,86.917,0.066,-0.056,0,0.02454,0.00724,-0.00724,0,Mass,0.285,0.027,-0.027,0,1.30000,0.70000,-0.50000,0,0,0,1,1,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,0.61,-0.61,0,110.09,0.61,-0.61,0,11.800,0.030,0,V (Johnson),11.527,,0,4916.00,35.00,-37.00,0,0.79,0.01,-0.01,0,0.72,0.01,-0.01,0,2019-08-15,7.80000,2.30000,-2.30000,0,3.200,0.300,-0.300,0,K2
Kepler-48,d,Kepler-48 d,Transit,0,4,42.89610000,,,0,,,,,,,,,,,,,0.02500,0.01450,-0.01450,0,Mass,0.182,0.010,-0.010,0,5.08000,3.12000,-3.12000,0,0,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,1.83,-1.83,0,309.47,1.83,-1.83,0,13.040,,0,Kepler-band,13.077,,0,5194.00,73.00,-73.00,0,0.88,0.06,-0.06,0,0.89,0.05,-0.05,0,2014-05-14,7.93000,4.60000,-4.60000,0,2.040,0.110,-0.110,0,Kepler
K2-216,b,K2-216 b,Transit,0,1,2.17480000,0.00005000,-0.00005000,0,0.028000,0.003000,-0.007000,0,0.000000,,,0,86.900,2.200,-4.000,0,0.02517,0.00503,-0.00503,0,Mass,0.156,0.015,-0.009,0,8.20000,2.80000,-2.20000,0,0,0,1,0,00h45m55.26s,11.480249,+06d20m49.1s,6.346971,115.84,0.70,-0.70,0,115.84,0.70,-0.70,0,12.476,0.050,0,V (Johnson),12.058,,0,4503.00,69.00,-69.00,0,0.70,0.03,-0.03,0,0.72,0.03,-0.03,0,2018-11-01,8.00000,1.60000,-1.60000,0,1.750,0.170,-0.100,0,K2
Kepler-11,e,Kepler-11 e,Transit,0,6,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,0.012000,0.006000,-0.006000,0,88.890,0.020,-0.020,0,0.02500,0.00500,-0.00700,0,Mass,0.374,0.006,-0.008,0,0.58000,0.11000,-0.16000,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.200,,0,V (Johnson),13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,8.00000,1.50000,-2.10000,0,4.190,0.070,-0.090,0,Kepler
55 Cnc,e,55 Cnc e,Radial Velocity,0,5,0.73653900,0.00000700,-0.00000700,0,0.015440,0.000090,-0.000090,0,,,,,83.300,0.900,-0.800,0,0.02542,0.00098,-0.00098,0,Mass,0.170,0.007,-0.007,0,6.40000,0.80000,-0.70000,0,0,0,0,1,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,0.01,-0.01,0,12.59,0.01,-0.01,0,5.960,0.010,0,V (Johnson),5.714,,0,5196.00,24.00,-24.00,0,0.91,0.01,-0.01,0,0.94,0.01,-0.01,0,2019-01-31,8.08000,0.31000,-0.31000,0,1.910,0.080,-0.080,0,McDonald Observatory
Kepler-106,d,Kepler-106 d,Transit,0,4,23.98020000,,,0,,,,,,,,,,,,,0.02549,,,1,Mass,0.085,0.012,-0.012,0,,,,,0,1,0,1,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,449.98,6.13,-6.13,0,449.98,6.13,-6.13,0,12.882,,0,Kepler-band,12.839,,0,5858.00,114.00,-114.00,0,1.00,0.06,-0.06,0,1.04,0.17,-0.17,0,2016-10-13,8.10000,,,1,0.950,0.130,-0.130,0,Kepler
HD 15337,c,HD 15337 c,Transit,0,2,17.17840000,0.00160000,-0.00160000,0,0.126800,0.003800,-0.003800,0,0.050000,0.060000,-0.040000,0,88.500,0.200,-0.100,0,0.02552,0.00573,-0.00532,0,Mass,0.213,0.011,-0.011,0,3.23000,0.90000,-0.72000,0,0,0,0,1,02h27m28.38s,36.868240,-27d38m06.7s,-27.635206,44.87,0.07,-0.07,0,44.87,0.07,-0.07,0,9.088,0.018,0,V (Johnson),8.856,,0,5125.00,50.00,-50.00,0,0.90,0.03,-0.03,0,0.86,0.02,-0.02,0,2019-05-16,8.11000,1.82000,-1.69000,0,2.390,0.120,-0.120,0,Transiting Exoplanet Survey Satellite (TESS)
Kepler-131,c,Kepler-131 c,Transit,0,2,25.51690000,,,0,,,,,,,,,,,,,0.02600,0.01900,-0.01900,0,Mass,0.075,0.006,-0.006,0,77.70000,55.00000,-55.00000,0,0,1,0,1,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,230.19,1.43,-1.43,0,230.19,1.43,-1.43,0,11.525,,0,Kepler-band,11.490,,0,5685.00,74.00,-74.00,0,1.02,0.06,-0.06,0,1.03,0.10,-0.10,0,2014-05-14,8.25000,5.90000,-5.90000,0,0.840,0.070,-0.070,0,Kepler
Kepler-96,b,Kepler-96 b,Transit,0,1,16.23850000,,,0,,,,,,,,,,,,,0.02700,0.01100,-0.01100,0,Mass,0.238,0.020,-0.020,0,2.26000,1.11000,-1.11000,0,0,1,0,1,19h48m16.71s,297.069643,+40d31m30.5s,40.525141,123.32,0.40,-0.40,0,123.32,0.40,-0.40,0,10.297,,0,Kepler-band,10.297,,0,5690.00,73.00,-73.00,0,1.00,0.06,-0.06,0,1.02,0.09,-0.09,0,2014-05-14,8.46000,3.40000,-3.40000,0,2.670,0.220,-0.220,0,Kepler
Kepler-338,e,Kepler-338 e,Transit Timing Variations,0,4,9.34100000,,,0,,,,,,,,,,,,,0.02700,0.02300,-0.02000,0,Mass,0.139,0.006,-0.006,0,,,,,1,1,0,1,18h51m54.95s,282.978956,+40d47m03.6s,40.784347,561.69,6.89,-6.89,0,561.69,6.89,-6.89,0,12.119,,0,Kepler-band,12.083,,0,5923.00,77.00,-77.00,0,,,,,1.74,0.08,-0.08,0,2014-05-28,8.50000,7.20000,-6.30000,0,1.560,0.070,-0.070,0,Kepler
K2-111,b,K2-111 b,Transit,0,1,5.35117000,0.00055000,-0.00055000,0,0.062100,0.009200,-0.008500,0,0.000000,,,0,86.200,1.000,-1.000,0,0.02706,0.01227,-0.01227,0,Mass,0.170,0.018,-0.018,0,6.60000,4.50000,-3.20000,0,0,0,1,0,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,201.51,2.74,-2.74,0,201.51,2.74,-2.74,0,11.137,0.040,0,V (Johnson),10.929,,0,5730.00,50.00,-50.00,0,0.88,0.02,-0.02,0,1.23,0.10,-0.10,0,2017-05-10,8.60000,3.90000,-3.90000,0,1.900,0.200,-0.200,0,K2
Kepler-107,e,Kepler-107 e,Transit,0,4,14.74914300,0.00001900,-0.00001900,0,0.126390,0.000990,-0.000990,0,0.000000,,,0,89.670,0.220,-0.220,0,0.02706,0.01133,-0.01133,0,Mass,0.259,0.003,-0.003,0,2.00000,0.82000,-0.82000,0,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.50,5.50,-5.50,0,534.05,5.77,-5.77,0,12.700,,0,V (Johnson),12.463,,0,5854.00,61.00,-61.00,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,2019-07-11,8.60000,3.60000,-3.60000,0,2.903,0.035,-0.035,0,Kepler
LTT 3780,c,LTT 3780 c,Transit,0,2,12.25190000,0.00280000,-0.00300000,0,0.076730,0.000750,-0.000770,0,0.060000,0.150000,-0.140000,0,89.180,0.470,-0.220,0,0.02706,0.00503,-0.00409,0,Mass,0.205,0.014,-0.013,0,3.90000,1.00000,-0.90000,0,0,0,0,0,10h18m34.78s,154.644917,-11d43m04.08s,-11.717800,21.98,0.04,-0.04,0,22.00,0.04,-0.04,0,13.070,0.015,0,V (Johnson),11.846,,0,3331.00,157.00,-157.00,0,0.40,0.01,-0.01,0,0.37,0.01,-0.01,0,2020-06-04,8.60000,1.60000,-1.30000,0,2.300,0.160,-0.150,0,Transiting Exoplanet Survey Satellite (TESS)
Kepler-113,c,Kepler-113 c,Transit,0,2,8.92507000,,,0,,,,,,,,,,,,,0.02737,,,1,Mass,0.194,0.005,-0.005,0,,,,,0,1,0,1,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,264.35,1.12,-1.12,0,264.35,1.12,-1.12,0,13.461,,0,Kepler-band,13.460,,0,4725.00,74.00,-74.00,0,0.75,0.06,-0.06,0,0.69,0.02,-0.02,0,2016-10-13,8.70000,,,1,2.180,0.060,-0.060,0,Kepler
Kepler-25,b,Kepler-25 b,Transit,0,3,6.23829700,0.00001700,-0.00001700,0,,,,,0.002900,0.002300,-0.001700,0,92.827,0.084,-0.083,0,0.02750,0.00790,-0.00730,0,Mass,0.245,0.003,-0.003,0,2.32000,0.67000,-0.61000,0,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,1.41,-1.41,0,244.96,1.41,-1.41,0,10.734,,0,Kepler-band,10.632,,0,6270.00,79.00,-79.00,0,1.19,0.06,-0.06,0,1.31,0.02,-0.02,0,2019-06-13,8.70000,2.50000,-2.30000,0,2.748,0.038,-0.035,0,Kepler
LHS 1815,b,LHS 1815 b,Transit,0,1,3.81433000,0.00003000,-0.00003000,0,0.040400,0.009400,-0.009400,0,0.000000,,,0,88.125,1.113,-1.113,0,0.02737,,,1,Mass,0.097,0.006,-0.006,0,,,,,0,0,0,0,06h04m20.36s,91.084816,-55d18m46.8s,-55.313011,29.87,0.02,-0.02,0,29.87,0.02,-0.02,0,12.150,0.025,0,V (Johnson),11.236,,0,3643.00,142.00,-142.00,0,0.50,0.01,-0.01,0,0.50,0.03,-0.03,0,2020-03-19,8.70000,,,1,1.088,0.064,-0.064,0,Transiting Exoplanet Survey Satellite (TESS)
EPIC 249893012,b,EPIC 249893012 b,Transit,0,3,3.59510000,0.00030000,-0.00030000,0,0.047000,0.005000,-0.007000,0,0.060000,0.080000,-0.040000,0,86.140,2.600,-3.500,0,0.02753,0.00343,-0.00340,0,Mass,0.174,0.008,-0.007,0,6.39000,1.19000,-1.04000,0,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,4.18,-4.18,0,324.22,4.18,-4.18,0,11.428,0.121,0,V (Johnson),11.402,,0,5430.00,85.00,-85.00,0,1.05,0.05,-0.05,0,1.71,0.04,-0.04,0,2020-02-13,8.75000,1.09000,-1.08000,0,1.950,0.090,-0.080,0,K2
HD 213885,b,HD 213885 b,Transit,0,2,1.00803500,0.00002100,-0.00002000,0,0.020120,0.000150,-0.000120,0,0.000000,,,0,80.090,0.620,-0.500,0,0.02778,0.00208,-0.00205,0,Mass,0.156,0.005,-0.005,0,9.15000,1.10000,-1.00000,0,0,0,0,0,22h35m56.32s,338.984650,-59d51m52.1s,-59.864468,47.97,0.14,-0.14,0,48.16,0.10,-0.10,0,7.996,0.002,0,V (Johnson),7.802,,0,5978.00,50.00,-50.00,0,1.07,0.02,-0.02,0,1.10,0.01,-0.01,0,2019-12-05,8.83000,0.66000,-0.65000,0,1.745,0.051,-0.052,0,Transiting Exoplanet Survey Satellite (TESS)
K2-266,d,K2-266 d,Transit,0,4,14.69700000,0.00034000,-0.00035000,0,0.103500,0.001600,-0.001700,0,0.047000,0.043000,-0.032000,0,89.460,0.320,-0.250,0,0.02800,0.01793,-0.01196,0,Mass,0.261,0.012,-0.011,0,2.03000,0.64000,-0.43000,0,1,0,1,0,10h31m44.51s,157.935440,+00d56m15.3s,0.937571,77.16,0.60,-0.59,0,77.73,0.36,-0.36,0,11.808,0.020,0,V (Johnson),11.353,,0,4285.00,49.00,-57.00,0,0.69,0.03,-0.03,0,0.70,0.02,-0.02,0,2019-07-25,8.90000,5.70000,-3.80000,0,2.930,0.140,-0.120,0,K2
K2-18,b,K2-18 b,Transit,0,2,32.93962300,0.00009500,-0.00010000,0,0.142900,0.006000,-0.006500,0,0.200000,0.080000,-0.080000,0,,,,,0.02807,0.00535,-0.00503,0,Mass,0.211,0.020,-0.020,0,4.11000,1.72000,-1.18000,0,0,0,1,1,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,13.496,0.050,0,V (Johnson),12.415,,0,3457.00,39.00,-39.00,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,2019-03-21,8.92000,1.70000,-1.60000,0,2.370,0.220,-0.220,0,K2
