# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 22 17:27:19 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_discmethod like '%transit%'
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and pl_facility like '%kepler%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility
Kepler-450,d,Kepler-450 d,Transit,0,3,7.51464000,0.00023000,-0.00023000,0,,,,,0.140000,0.240000,-0.140000,0,,,,,,,,,,0.075,0.006,-0.006,0,,,,,0,1,0,0,19h41m56.76s,295.486509,+51d00m48.6s,51.013500,462.00,5.23,-5.23,0,462.00,5.23,-5.23,0,11.684,,0,Kepler-band,11.653,,0,,,,,1.35,0.08,-0.08,0,1.57,0.09,-0.09,0,2015-05-21,,,,,0.837,0.068,-0.068,0,Kepler
Kepler-452,b,Kepler-452 b,Transit,1,1,384.84300000,0.00700000,-0.01200000,0,1.046000,0.019000,-0.015000,0,,,,,89.806,0.134,-0.049,0,,,,,,0.145,0.021,-0.018,0,,,,,0,1,0,2,19h44m00.89s,296.003688,+44d16m39.2s,44.277561,560.62,5.32,-5.32,0,560.62,5.32,-5.32,0,13.426,,0,Kepler-band,13.405,,0,5757.00,85.00,-85.00,0,1.04,0.05,-0.05,0,1.11,0.15,-0.09,0,2015-07-23,,,,,1.630,0.230,-0.200,0,Kepler
Kepler-453,b,Kepler-453 b,Transit,0,1,240.50300000,0.05300000,-0.05300000,0,0.790300,0.002800,-0.002800,0,0.035900,0.008800,-0.008800,0,89.443,0.009,-0.009,0,0.05034,,,1,Mass,0.553,0.003,-0.003,0,,,,,0,1,0,0,18h52m57.91s,283.241297,+46d22m42.5s,46.378471,448.58,2.77,-2.77,0,448.58,2.77,-2.77,0,13.552,,0,Kepler-band,13.523,,0,5527.00,100.00,-100.00,0,0.94,0.01,-0.01,0,0.83,0.01,-0.01,0,2018-03-15,16.00000,,,1,6.204,0.039,-0.039,0,Kepler
Kepler-454,b,Kepler-454 b,Transit,0,2,10.57000000,0.00000007,-0.00000007,0,,,,,0.000000,,,0,87.090,0.200,-0.200,0,0.02000,0.00000,0.00000,0,Mass,0.210,0.020,-0.020,0,,,,,0,1,0,1,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,232.41,1.32,-1.32,0,232.41,1.32,-1.32,0,11.570,,0,V (Johnson),11.440,,0,5701.00,34.00,-34.00,0,0.85,0.22,-0.22,0,1.05,0.07,-0.07,0,2018-12-06,6.35660,0.00000,0.00000,0,2.354,0.224,-0.224,0,Kepler
KIC 9663113,c,Kepler-458 c,Transit,0,2,20.74028413,0.00003350,-0.00003350,0,,,,,,,,,,,,,,,,,,0.375,0.056,-0.036,0,,,,,0,1,0,1,19h48m10.90s,297.045421,+46d19m43.3s,46.328701,1670.88,48.28,-48.28,0,1670.88,48.28,-48.28,0,13.955,,0,Kepler-band,13.907,,0,6065.00,155.00,-180.00,0,0.98,0.13,-0.13,0,1.03,0.12,-0.12,0,2016-05-10,,,,,4.200,0.630,-0.400,0,Kepler
Kepler-46,b,Kepler-46 b,Transit,0,3,33.60134000,0.00021000,-0.00020000,0,0.196800,0.002900,-0.002800,0,0.010000,0.010000,-0.010000,0,89.038,0.075,-0.067,0,6.00000,,,1,Mass,0.808,0.042,-0.043,0,14.00000,,,1,1,1,0,1,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,17.48,-17.48,0,794.54,17.48,-17.48,0,15.262,,0,Kepler-band,15.255,,0,5309.00,200.00,-200.00,0,,,,,0.79,0.44,-0.44,0,2014-05-14,1907.00000,,,1,9.057,0.471,-0.482,0,Kepler
Kepler-46,d,Kepler-46 d,Transit,0,3,6.76658900,0.00002200,-0.00002200,0,0.067000,,,0,,,,,,,,,,,,,,0.146,0.082,-0.082,0,,,,,1,1,0,2,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,794.54,17.48,-17.48,0,794.54,17.48,-17.48,0,15.262,,0,Kepler-band,15.255,,0,5309.00,200.00,-200.00,0,,,,,0.79,0.44,-0.44,0,2014-05-14,,,,,1.640,0.920,-0.920,0,Kepler
KIC 5437945,c,Kepler-460 c,Transit,0,2,220.13033570,0.00063890,-0.00063890,0,,,,,,,,,,,,,,,,,,0.492,0.185,-0.065,0,,,,,0,1,0,1,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,1322.48,29.86,-29.86,0,1322.48,29.86,-29.86,0,13.771,,0,Kepler-band,13.751,,0,6340.00,176.00,-199.00,0,1.07,0.17,-0.17,0,1.24,0.29,-0.29,0,2016-05-10,,,,,5.520,2.070,-0.730,0,Kepler
Kepler-461,b,Kepler-461 b,Transit,0,1,8.31378306,0.00000766,-0.00000766,0,,,,,,,,,,,,,,,,,,0.230,0.006,-0.005,0,,,,,0,1,0,1,19h28m59.78s,292.249069,+46d09m53.5s,46.164867,468.00,12.70,-12.55,0,706.25,6.82,-6.82,0,13.704,,0,Kepler-band,13.333,,0,5634.00,43.20,-45.60,0,0.98,0.02,-0.03,0,0.91,0.02,-0.02,0,2016-05-10,,,,,2.580,0.070,-0.060,0,Kepler
Kepler-462,b,Kepler-462 b,Transit,0,1,84.68798080,0.00020680,-0.00020680,0,,,,,,,,,,,,,,,,,,0.336,0.055,-0.046,0,,,,,0,1,0,1,19h59m17.08s,299.821155,+43d48m51.4s,43.814274,733.00,121.85,-101.46,0,606.80,10.95,-10.95,0,11.642,,0,Kepler-band,11.615,,0,7070.00,58.86,-57.56,0,1.59,0.11,-0.11,0,2.04,0.33,-0.28,0,2016-05-10,,,,,3.770,0.620,-0.520,0,Kepler
Kepler-463,b,Kepler-463 b,Transit,0,1,8.98101683,0.00000316,-0.00000316,0,,,,,,,,,,,,,,,,,,0.272,0.038,-0.027,0,,,,,0,1,0,1,19h55m44.89s,298.937046,+44d51m28.5s,44.857910,336.00,48.51,-32.00,0,399.32,3.55,-3.55,0,12.870,,0,Kepler-band,12.860,,0,5661.00,105.05,-99.18,0,0.87,0.05,-0.05,0,0.90,0.13,-0.08,0,2016-05-10,,,,,3.050,0.430,-0.300,0,Kepler
Kepler-464,b,Kepler-464 b,Transit,0,1,7.25696522,0.00000577,-0.00000577,0,,,,,,,,,,,,,,,,,,0.294,0.014,-0.012,0,,,,,0,1,0,1,19h39m20.44s,294.835173,+48d58m56.5s,48.982361,653.00,31.39,-26.41,0,680.59,9.89,-9.89,0,12.702,,0,Kepler-band,12.672,,0,5933.00,67.87,-54.45,0,1.21,0.07,-0.08,0,1.59,0.07,-0.06,0,2016-05-10,,,,,3.300,0.160,-0.130,0,Kepler
Kepler-465,b,Kepler-465 b,Transit,0,1,9.94067247,0.00000655,-0.00000655,0,,,,,,,,,,,,,,,,,,0.263,0.022,-0.014,0,,,,,0,1,0,1,18h58m13.37s,284.555720,+46d03m49.8s,46.063828,587.00,49.90,-34.38,0,561.98,7.08,-7.08,0,12.663,,0,Kepler-band,12.591,,0,6310.00,63.38,-60.38,0,1.23,0.04,-0.03,0,1.29,0.11,-0.07,0,2016-05-10,,,,,2.950,0.250,-0.160,0,Kepler
Kepler-466,b,Kepler-466 b,Transit,0,2,51.07926307,0.00006345,-0.00006345,0,,,,,,,,,,,,,,,,,,0.254,0.020,-0.015,0,,,,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436.00,34.11,-27.08,0,383.60,29.82,-29.82,0,12.772,,0,Kepler-band,12.763,,0,5927.00,77.35,-68.52,0,1.04,0.04,-0.04,0,1.05,0.08,-0.06,0,2016-05-10,,,,,2.850,0.220,-0.170,0,Kepler
Kepler-466,c,Kepler-466 c,Transit,0,2,3.70921385,0.00000632,-0.00000632,0,,,,,,,,,,,,,,,,,,0.112,0.009,-0.006,0,,,,,0,1,0,1,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436.00,34.11,-27.08,0,383.60,29.82,-29.82,0,12.772,,0,Kepler-band,12.763,,0,5927.00,77.35,-68.52,0,1.04,0.04,-0.04,0,1.05,0.08,-0.06,0,2016-05-10,,,,,1.250,0.100,-0.070,0,Kepler
Kepler-467,b,Kepler-467 b,Transit,0,1,24.99324193,0.00006498,-0.00006498,0,,,,,,,,,,,,,,,,,,0.201,0.027,-0.007,0,,,,,0,1,0,1,19h09m27.08s,287.362816,+38d38m58.6s,38.649619,458.00,13.73,-13.00,0,472.57,5.15,-5.15,0,12.377,,0,Kepler-band,12.359,,0,5809.00,68.69,-60.25,0,1.05,0.03,-0.03,0,1.37,0.04,-0.03,0,2016-05-10,,,,,2.250,0.300,-0.080,0,Kepler
Kepler-468,b,Kepler-468 b,Transit,0,1,38.47875707,0.00000485,-0.00000485,0,,,,,,,,,,,,,,,,,,1.190,0.029,-0.026,0,,,,,0,1,0,1,19h15m36.54s,288.902240,+49d22m13.8s,49.370487,474.00,13.41,-12.37,0,448.60,3.05,-3.05,0,13.779,,0,Kepler-band,13.730,,0,5498.00,60.91,-68.06,0,0.96,0.02,-0.03,0,0.87,0.02,-0.02,0,2016-05-10,,,,,13.340,0.320,-0.290,0,Kepler
Kepler-47,b,Kepler-47 b,Transit,0,3,49.46430000,0.00810000,-0.00740000,0,0.287700,0.001400,-0.001100,0,0.021000,0.002500,-0.002200,0,89.752,0.063,-0.045,0,0.00651,0.07457,-0.00651,0,Mass,0.272,0.004,-0.004,0,0.40000,4.87000,-0.40000,0,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,32.21,-32.21,0,1055.33,32.21,-32.21,0,15.178,,0,Kepler-band,15.163,,0,,,,,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0,2019-04-25,2.07000,23.70000,-2.07000,0,3.050,0.040,-0.040,0,Kepler
Kepler-47,c,Kepler-47 c,Transit,0,3,303.22700000,0.06200000,-0.02700000,0,0.963800,0.004100,-0.004400,0,0.044000,0.029000,-0.019000,0,90.192,0.005,-0.004,0,0.00997,0.00686,-0.00393,0,Mass,0.415,0.008,-0.006,0,0.17000,0.09000,-0.07000,0,1,1,0,1,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,32.21,-32.21,0,1055.33,32.21,-32.21,0,15.178,,0,Kepler-band,15.163,,0,,,,,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0,2019-04-25,3.17000,2.18000,-1.25000,0,4.650,0.090,-0.070,0,Kepler
Kepler-47,d,Kepler-47 d,Transit,0,3,187.36600000,0.06900000,-0.05100000,0,0.699200,0.003100,-0.003300,0,0.024000,0.025000,-0.017000,0,90.395,0.009,-0.012,0,0.05984,0.07501,-0.03672,0,Mass,0.628,0.059,-0.044,0,0.30000,0.38000,-0.18000,0,1,1,0,0,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1055.33,32.21,-32.21,0,1055.33,32.21,-32.21,0,15.178,,0,Kepler-band,15.163,,0,,,,,0.96,0.01,-0.01,0,0.94,0.01,-0.01,0,2019-04-25,19.02000,23.84000,-11.67000,0,7.040,0.660,-0.490,0,Kepler
Kepler-470,b,Kepler-470 b,Transit,0,1,24.66919569,0.00000541,-0.00000541,0,,,,,,,,,,,,,,,,,,1.288,0.520,-0.238,0,,,,,0,1,0,1,19h48m02.27s,297.009440,+50d22m20.3s,50.372314,989.00,385.08,-186.32,0,955.42,11.54,-11.54,0,13.224,,0,Kepler-band,13.161,,0,6613.00,203.78,-197.49,0,1.40,0.22,-0.16,0,1.66,0.67,-0.31,0,2016-05-10,,,,,14.440,5.830,-2.670,0,Kepler
Kepler-471,b,Kepler-471 b,Transit,0,1,5.01423457,0.00000059,-0.00000059,0,,,,,,,,,,,,,,,,,,1.335,0.484,-0.264,0,,,,,0,1,0,1,19h56m23.41s,299.097540,+43d29m51.3s,43.497593,1373.00,489.66,-276.83,0,1295.75,25.19,-25.19,0,13.797,,0,Kepler-band,13.789,,0,6733.00,288.74,-288.80,0,1.49,0.22,-0.18,0,1.80,0.65,-0.36,0,2016-05-10,,,,,14.960,5.420,-2.960,0,Kepler
Kepler-472,b,Kepler-472 b,Transit,0,1,4.17625551,0.00000184,-0.00000184,0,,,,,,,,,,,,,,,,,,0.287,0.012,-0.025,0,,,,,0,1,0,1,19h46m05.83s,296.524306,+39d14m59.2s,39.249776,302.00,7.62,-7.26,0,309.33,1.93,-1.93,0,13.698,,0,Kepler-band,13.670,,0,4996.00,82.76,-84.63,0,0.85,0.03,-0.03,0,0.78,0.02,-0.01,0,2016-05-10,,,,,3.220,0.130,-0.280,0,Kepler
Kepler-473,b,Kepler-473 b,Transit,0,1,14.55731705,0.00001399,-0.00001399,0,,,,,,,,,,,,,,,,,,0.364,0.070,-0.060,0,,,,,0,1,0,1,19h06m31.22s,286.630094,+38d56m44.2s,38.945605,641.00,126.15,-104.97,0,930.21,12.74,-12.74,0,13.397,,0,Kepler-band,13.369,,0,5816.00,74.23,-91.94,0,1.06,0.07,-0.06,0,1.34,0.26,-0.22,0,2016-05-10,,,,,4.080,0.790,-0.670,0,Kepler
Kepler-474,b,Kepler-474 b,Transit,0,1,5.66067294,0.00000373,-0.00000373,0,,,,,,,,,,,,,,,,,,0.273,0.043,-0.033,0,,,,,0,1,0,1,19h29m17.16s,292.321516,+43d52m52.2s,43.881168,568.00,90.99,-64.84,0,862.36,11.46,-11.46,0,13.494,,0,Kepler-band,13.469,,0,5785.00,92.56,-97.56,0,0.99,0.05,-0.05,0,1.08,0.17,-0.12,0,2016-05-10,,,,,3.060,0.480,-0.370,0,Kepler
Kepler-475,b,Kepler-475 b,Transit,0,1,3.10550819,0.00000104,-0.00000104,0,,,,,,,,,,,,,,,,,,0.222,0.004,-0.016,0,,,,,0,1,0,1,19h08m12.41s,287.051707,+40d12m41.5s,40.211542,280.00,7.14,-6.79,0,282.35,1.18,-1.18,0,13.341,,0,Kepler-band,13.316,,0,5009.00,85.00,-77.64,0,0.86,0.03,-0.03,0,0.79,0.02,-0.01,0,2016-05-10,,,,,2.490,0.050,-0.180,0,Kepler
Kepler-476,b,Kepler-476 b,Transit,0,1,14.00640607,0.00001794,-0.00001794,0,,,,,,,,,,,,,,,,,,0.275,0.045,-0.027,0,,,,,0,1,0,1,19h40m39.32s,295.163817,+43d57m47.0s,43.963047,687.00,99.68,-67.42,0,,,,,13.837,,0,Kepler-band,13.860,,0,5837.00,101.08,-99.97,0,1.03,0.05,-0.04,0,1.09,0.16,-0.10,0,2016-05-10,,,,,3.080,0.510,-0.300,0,Kepler
Kepler-477,b,Kepler-477 b,Transit,0,1,11.11990653,0.00001160,-0.00001160,0,,,,,,,,,,,,,,,,,,0.185,0.016,-0.011,0,,,,,0,1,0,1,19h12m16.22s,288.067594,+42d21m19.3s,42.355367,367.00,10.15,-11.23,0,,,,,13.536,,0,Kepler-band,,,,5240.00,49.30,-41.14,0,0.87,0.03,-0.03,0,0.79,0.02,-0.02,0,2016-05-10,,,,,2.070,0.180,-0.120,0,Kepler
Kepler-478,b,Kepler-478 b,Transit,0,1,13.22175760,0.00001390,-0.00001390,0,,,,,,,,,,,,,,,,,,0.242,0.008,-0.029,0,,,,,0,1,0,1,19h29m56.87s,292.486944,+46d11m46.4s,46.196213,420.00,14.54,-13.99,0,669.24,157.04,-157.04,0,13.938,,0,Kepler-band,13.967,,0,5210.00,69.43,-70.31,0,0.85,0.03,-0.04,0,0.80,0.03,-0.02,0,2016-05-10,,,,,2.710,0.090,-0.330,0,Kepler
Kepler-479,b,Kepler-479 b,Transit,0,1,12.49341307,0.00001360,-0.00001360,0,,,,,,,,,,,,,,,,,,0.189,0.008,-0.006,0,,,,,0,1,0,1,19h24m05.24s,291.021852,+37d46m11.3s,37.769803,371.00,13.02,-12.22,0,348.37,1.99,-1.99,0,13.575,,0,Kepler-band,13.544,,0,5247.00,73.63,-57.40,0,0.86,0.03,-0.04,0,0.81,0.03,-0.02,0,2016-05-10,,,,,2.120,0.090,-0.070,0,Kepler
Kepler-48,b,Kepler-48 b,Transit,0,4,4.77800000,,,0,,,,,,,,,,,,,0.01240,0.00661,-0.00661,0,Mass,0.168,0.009,-0.009,0,3.23000,1.84000,-1.84000,0,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,1.83,-1.83,0,309.47,1.83,-1.83,0,13.040,,0,Kepler-band,13.077,,0,5194.00,73.00,-73.00,0,0.88,0.06,-0.06,0,0.89,0.05,-0.05,0,2016-10-27,3.94000,2.10000,-2.10000,0,1.880,0.100,-0.100,0,Kepler
Kepler-48,c,Kepler-48 c,Transit,0,4,9.67395000,,,0,,,,,,,,,,,,,0.04597,0.00724,-0.00724,0,Mass,0.242,0.012,-0.012,0,4.01000,0.91000,-0.91000,0,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,1.83,-1.83,0,309.47,1.83,-1.83,0,13.040,,0,Kepler-band,13.077,,0,5194.00,73.00,-73.00,0,0.88,0.06,-0.06,0,0.89,0.05,-0.05,0,2016-10-27,14.61000,2.30000,-2.30000,0,2.710,0.140,-0.140,0,Kepler
Kepler-48,d,Kepler-48 d,Transit,0,4,42.89610000,,,0,,,,,,,,,,,,,0.02500,0.01450,-0.01450,0,Mass,0.182,0.010,-0.010,0,5.08000,3.12000,-3.12000,0,0,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,1.83,-1.83,0,309.47,1.83,-1.83,0,13.040,,0,Kepler-band,13.077,,0,5194.00,73.00,-73.00,0,0.88,0.06,-0.06,0,0.89,0.05,-0.05,0,2014-05-14,7.93000,4.60000,-4.60000,0,2.040,0.110,-0.110,0,Kepler
Kepler-480,b,Kepler-480 b,Transit,0,1,4.91958380,0.00000490,-0.00000490,0,,,,,,,,,,,,,,,,,,0.248,0.026,-0.019,0,,,,,0,1,0,1,19h37m51.34s,294.463900,+49d45m54.2s,49.765047,806.00,83.12,-61.43,0,868.68,11.91,-11.91,0,13.273,,0,Kepler-band,13.211,,0,6322.00,71.60,-65.00,0,1.25,0.05,-0.04,0,1.34,0.14,-0.10,0,2016-05-10,,,,,2.780,0.290,-0.210,0,Kepler
Kepler-481,b,Kepler-481 b,Transit,0,1,10.06082567,0.00001522,-0.00001522,0,,,,,,,,,,,,,,,,,,0.223,0.033,-0.026,0,,,,,0,1,0,1,19h27m37.69s,291.907032,+49d15m43.4s,49.262054,713.00,106.09,-74.08,0,833.20,12.26,-12.26,0,13.844,,0,Kepler-band,13.815,,0,5802.00,73.64,-66.20,0,1.01,0.04,-0.04,0,1.09,0.16,-0.11,0,2016-05-10,,,,,2.500,0.370,-0.290,0,Kepler
Kepler-482,b,Kepler-482 b,Transit,0,1,56.35418576,0.00009371,-0.00009371,0,,,,,,,,,,,,,,,,,,0.211,0.033,-0.012,0,,,,,0,1,0,1,19h47m17.50s,296.822898,+48d06m27.2s,48.107555,290.00,11.09,-12.54,0,315.91,2.28,-2.28,0,13.779,,0,Kepler-band,13.762,,0,4871.00,63.64,-61.54,0,0.75,0.04,-0.04,0,0.72,0.03,-0.03,0,2016-05-10,,,,,2.360,0.370,-0.140,0,Kepler
Kepler-483,b,Kepler-483 b,Transit,0,1,30.22910400,0.00007851,-0.00007851,0,,,,,,,,,,,,,,,,,,0.286,0.061,-0.038,0,,,,,0,1,0,1,19h26m35.22s,291.646758,+41d53m04.8s,41.884663,953.00,198.17,-123.51,0,882.21,10.63,-10.63,0,13.432,,0,Kepler-band,13.389,,0,6346.00,79.71,-73.37,0,1.28,0.10,-0.07,0,1.47,0.31,-0.19,0,2016-05-10,,,,,3.210,0.680,-0.430,0,Kepler
Kepler-484,b,Kepler-484 b,Transit,0,1,10.04556931,0.00000720,-0.00000720,0,,,,,,,,,,,,,,,,,,0.203,0.006,-0.004,0,,,,,0,1,0,1,18h57m34.63s,284.394304,+46d14m56.7s,46.249081,377.00,10.29,-9.77,0,386.39,2.84,-2.84,0,13.024,,0,Kepler-band,13.000,,0,5668.00,54.61,-48.74,0,0.96,0.02,-0.03,0,0.87,0.02,-0.02,0,2016-05-10,,,,,2.280,0.070,-0.050,0,Kepler
Kepler-485,b,Kepler-485 b,Transit,0,1,3.24325980,0.00000018,-0.00000018,0,,,,,,,,,,,,,,,,,,1.286,0.302,-0.145,0,,,,,0,1,0,1,19h39m59.12s,294.996313,+50d28m12.2s,50.470066,1173.00,271.34,-140.37,0,1179.47,27.90,-27.90,0,14.952,,0,Kepler-band,14.898,,0,5958.00,105.05,-153.72,0,1.07,0.08,-0.07,0,1.09,0.26,-0.12,0,2016-05-10,,,,,14.410,3.380,-1.630,0,Kepler
Kepler-486,b,Kepler-486 b,Transit,0,1,30.36044667,0.00000424,-0.00000424,0,,,,,,,,,,,,,,,,,,0.981,0.036,-0.050,0,,,,,0,1,0,1,18h59m31.19s,284.879964,+49d16m01.2s,49.266994,428.00,17.45,-22.73,0,441.81,3.23,-3.23,0,14.388,,0,Kepler-band,14.380,,0,4926.00,44.94,-45.25,0,0.79,0.04,-0.04,0,0.75,0.03,-0.04,0,2016-05-10,,,,,11.000,0.400,-0.560,0,Kepler
Kepler-487,b,Kepler-487 b,Transit,0,2,15.35876840,0.00000221,-0.00000221,0,,,,,,,,,,,,,,,,,,1.019,0.062,-0.047,0,,,,,0,1,0,1,19h41m08.93s,295.287222,+41d13m19.1s,41.221970,835.00,52.42,-42.92,0,894.20,21.72,-21.72,0,14.991,,0,Kepler-band,15.065,,0,5444.00,89.78,-77.87,0,0.91,0.04,-0.04,0,0.88,0.05,-0.04,0,2016-05-10,,,,,11.420,0.690,-0.530,0,Kepler
